reference,ssim,mse,trial
1089_orig.png,1089_kriz_ssim_fc.png,1089_kriz_mse_fc.png,11
1093_orig.png,1093_kriz_ssim_fc.png,1093_kriz_mse_fc.png,12
1096_orig.png,1096_kriz_ssim_fc.png,1096_kriz_mse_fc.png,12
1102_orig.png,1102_kriz_ssim_fc.png,1102_kriz_mse_fc.png,12
1121_orig.png,1121_kriz_ssim_fc.png,1121_kriz_mse_fc.png,12
1139_orig.png,1139_kriz_ssim_fc.png,1139_kriz_mse_fc.png,12
1142_orig.png,1142_kriz_ssim_fc.png,1142_kriz_mse_fc.png,12
1148_orig.png,1148_kriz_ssim_fc.png,1148_kriz_mse_fc.png,12
1170_orig.png,1170_kriz_ssim_fc.png,1170_kriz_mse_fc.png,12
1179_orig.png,1179_kriz_ssim_fc.png,1179_kriz_mse_fc.png,12
1186_orig.png,1186_kriz_ssim_fc.png,1186_kriz_mse_fc.png,12
1206_orig.png,1206_kriz_ssim_fc.png,1206_kriz_mse_fc.png,13
1221_orig.png,1221_kriz_ssim_fc.png,1221_kriz_mse_fc.png,13
1230_orig.png,1230_kriz_ssim_fc.png,1230_kriz_mse_fc.png,13
1245_orig.png,1245_kriz_ssim_fc.png,1245_kriz_mse_fc.png,13
1248_orig.png,1248_kriz_ssim_fc.png,1248_kriz_mse_fc.png,13
1254_orig.png,1254_kriz_ssim_fc.png,1254_kriz_mse_fc.png,13
1255_orig.png,1255_kriz_ssim_fc.png,1255_kriz_mse_fc.png,13
1267_orig.png,1267_kriz_ssim_fc.png,1267_kriz_mse_fc.png,13
1274_orig.png,1274_kriz_ssim_fc.png,1274_kriz_mse_fc.png,13
1278_orig.png,1278_kriz_ssim_fc.png,1278_kriz_mse_fc.png,13
1309_orig.png,1309_kriz_ssim_fc.png,1309_kriz_mse_fc.png,14
1313_orig.png,1313_kriz_ssim_fc.png,1313_kriz_mse_fc.png,14
1315_orig.png,1315_kriz_ssim_fc.png,1315_kriz_mse_fc.png,14
1328_orig.png,1328_kriz_ssim_fc.png,1328_kriz_mse_fc.png,14
1329_orig.png,1329_kriz_ssim_fc.png,1329_kriz_mse_fc.png,14
1344_orig.png,1344_kriz_ssim_fc.png,1344_kriz_mse_fc.png,14
1347_orig.png,1347_kriz_ssim_fc.png,1347_kriz_mse_fc.png,14
1349_orig.png,1349_kriz_ssim_fc.png,1349_kriz_mse_fc.png,14
1361_orig.png,1361_kriz_ssim_fc.png,1361_kriz_mse_fc.png,14
1365_orig.png,1365_kriz_ssim_fc.png,1365_kriz_mse_fc.png,14
1401_orig.png,1401_kriz_ssim_fc.png,1401_kriz_mse_fc.png,15
1417_orig.png,1417_kriz_ssim_fc.png,1417_kriz_mse_fc.png,15
1420_orig.png,1420_kriz_ssim_fc.png,1420_kriz_mse_fc.png,15
1422_orig.png,1422_kriz_ssim_fc.png,1422_kriz_mse_fc.png,15
1423_orig.png,1423_kriz_ssim_fc.png,1423_kriz_mse_fc.png,15
1436_orig.png,1436_kriz_ssim_fc.png,1436_kriz_mse_fc.png,15
1452_orig.png,1452_kriz_ssim_fc.png,1452_kriz_mse_fc.png,15
1459_orig.png,1459_kriz_ssim_fc.png,1459_kriz_mse_fc.png,15
1501_orig.png,1501_kriz_ssim_fc.png,1501_kriz_mse_fc.png,15
1508_orig.png,1508_kriz_ssim_fc.png,1508_kriz_mse_fc.png,15
1516_orig.png,1516_kriz_ssim_fc.png,1516_kriz_mse_fc.png,16
1565_orig.png,1565_kriz_ssim_fc.png,1565_kriz_mse_fc.png,16
1568_orig.png,1568_kriz_ssim_fc.png,1568_kriz_mse_fc.png,16
1586_orig.png,1586_kriz_ssim_fc.png,1586_kriz_mse_fc.png,16
1600_orig.png,1600_kriz_ssim_fc.png,1600_kriz_mse_fc.png,16
1607_orig.png,1607_kriz_ssim_fc.png,1607_kriz_mse_fc.png,16
1613_orig.png,1613_kriz_ssim_fc.png,1613_kriz_mse_fc.png,16
1614_orig.png,1614_kriz_ssim_fc.png,1614_kriz_mse_fc.png,16
1615_orig.png,1615_kriz_ssim_fc.png,1615_kriz_mse_fc.png,16
1618_orig.png,1618_kriz_ssim_fc.png,1618_kriz_mse_fc.png,16
1641_orig.png,1641_kriz_ssim_fc.png,1641_kriz_mse_fc.png,17
1656_orig.png,1656_kriz_ssim_fc.png,1656_kriz_mse_fc.png,17
1665_orig.png,1665_kriz_ssim_fc.png,1665_kriz_mse_fc.png,17
1667_orig.png,1667_kriz_ssim_fc.png,1667_kriz_mse_fc.png,17
1669_orig.png,1669_kriz_ssim_fc.png,1669_kriz_mse_fc.png,17
1674_orig.png,1674_kriz_ssim_fc.png,1674_kriz_mse_fc.png,17
1681_orig.png,1681_kriz_ssim_fc.png,1681_kriz_mse_fc.png,17
1686_orig.png,1686_kriz_ssim_fc.png,1686_kriz_mse_fc.png,17
1699_orig.png,1699_kriz_ssim_fc.png,1699_kriz_mse_fc.png,17
1711_orig.png,1711_kriz_ssim_fc.png,1711_kriz_mse_fc.png,17
1715_orig.png,1715_kriz_ssim_fc.png,1715_kriz_mse_fc.png,18
1739_orig.png,1739_kriz_ssim_fc.png,1739_kriz_mse_fc.png,18
1747_orig.png,1747_kriz_ssim_fc.png,1747_kriz_mse_fc.png,18
1753_orig.png,1753_kriz_ssim_fc.png,1753_kriz_mse_fc.png,18
1768_orig.png,1768_kriz_ssim_fc.png,1768_kriz_mse_fc.png,18
1777_orig.png,1777_kriz_ssim_fc.png,1777_kriz_mse_fc.png,18
1783_orig.png,1783_kriz_ssim_fc.png,1783_kriz_mse_fc.png,18
1799_orig.png,1799_kriz_ssim_fc.png,1799_kriz_mse_fc.png,18
1827_orig.png,1827_kriz_ssim_fc.png,1827_kriz_mse_fc.png,18
1829_orig.png,1829_kriz_ssim_fc.png,1829_kriz_mse_fc.png,18
1832_orig.png,1832_kriz_ssim_fc.png,1832_kriz_mse_fc.png,19
1833_orig.png,1833_kriz_ssim_fc.png,1833_kriz_mse_fc.png,19
1834_orig.png,1834_kriz_ssim_fc.png,1834_kriz_mse_fc.png,19
1835_orig.png,1835_kriz_ssim_fc.png,1835_kriz_mse_fc.png,19
1842_orig.png,1842_kriz_ssim_fc.png,1842_kriz_mse_fc.png,19
1844_orig.png,1844_kriz_ssim_fc.png,1844_kriz_mse_fc.png,19
1858_orig.png,1858_kriz_ssim_fc.png,1858_kriz_mse_fc.png,19
1872_orig.png,1872_kriz_ssim_fc.png,1872_kriz_mse_fc.png,19
1878_orig.png,1878_kriz_ssim_fc.png,1878_kriz_mse_fc.png,19
1880_orig.png,1880_kriz_ssim_fc.png,1880_kriz_mse_fc.png,19
1897_orig.png,1897_kriz_ssim_fc.png,1897_kriz_mse_fc.png,20
1903_orig.png,1903_kriz_ssim_fc.png,1903_kriz_mse_fc.png,20
1908_orig.png,1908_kriz_ssim_fc.png,1908_kriz_mse_fc.png,20
1943_orig.png,1943_kriz_ssim_fc.png,1943_kriz_mse_fc.png,20
1959_orig.png,1959_kriz_ssim_fc.png,1959_kriz_mse_fc.png,20
1962_orig.png,1962_kriz_ssim_fc.png,1962_kriz_mse_fc.png,20
1978_orig.png,1978_kriz_ssim_fc.png,1978_kriz_mse_fc.png,20
1988_orig.png,1988_kriz_ssim_fc.png,1988_kriz_mse_fc.png,20
1999_orig.png,1999_kriz_ssim_fc.png,1999_kriz_mse_fc.png,20
2002_orig.png,2002_kriz_ssim_fc.png,2002_kriz_mse_fc.png,20
8_orig.png,8_kriz_ssim_fc.png,8_kriz_mse_fc.png,1
9_orig.png,9_kriz_ssim_fc.png,9_kriz_mse_fc.png,1
38_orig.png,38_kriz_ssim_fc.png,38_kriz_mse_fc.png,1
47_orig.png,47_kriz_ssim_fc.png,47_kriz_mse_fc.png,1
62_orig.png,62_kriz_ssim_fc.png,62_kriz_mse_fc.png,1
99_orig.png,99_kriz_ssim_fc.png,99_kriz_mse_fc.png,1
108_orig.png,108_kriz_ssim_fc.png,108_kriz_mse_fc.png,1
115_orig.png,115_kriz_ssim_fc.png,115_kriz_mse_fc.png,1
147_orig.png,147_kriz_ssim_fc.png,147_kriz_mse_fc.png,1
163_orig.png,163_kriz_ssim_fc.png,163_kriz_mse_fc.png,1
171_orig.png,171_kriz_ssim_fc.png,171_kriz_mse_fc.png,2
175_orig.png,175_kriz_ssim_fc.png,175_kriz_mse_fc.png,2
181_orig.png,181_kriz_ssim_fc.png,181_kriz_mse_fc.png,2
182_orig.png,182_kriz_ssim_fc.png,182_kriz_mse_fc.png,2
188_orig.png,188_kriz_ssim_fc.png,188_kriz_mse_fc.png,2
190_orig.png,190_kriz_ssim_fc.png,190_kriz_mse_fc.png,2
228_orig.png,228_kriz_ssim_fc.png,228_kriz_mse_fc.png,2
236_orig.png,236_kriz_ssim_fc.png,236_kriz_mse_fc.png,2
275_orig.png,275_kriz_ssim_fc.png,275_kriz_mse_fc.png,2
286_orig.png,286_kriz_ssim_fc.png,286_kriz_mse_fc.png,2
294_orig.png,294_kriz_ssim_fc.png,294_kriz_mse_fc.png,3
327_orig.png,327_kriz_ssim_fc.png,327_kriz_mse_fc.png,3
328_orig.png,328_kriz_ssim_fc.png,328_kriz_mse_fc.png,3
329_orig.png,329_kriz_ssim_fc.png,329_kriz_mse_fc.png,3
343_orig.png,343_kriz_ssim_fc.png,343_kriz_mse_fc.png,3
354_orig.png,354_kriz_ssim_fc.png,354_kriz_mse_fc.png,3
365_orig.png,365_kriz_ssim_fc.png,365_kriz_mse_fc.png,3
370_orig.png,370_kriz_ssim_fc.png,370_kriz_mse_fc.png,3
392_orig.png,392_kriz_ssim_fc.png,392_kriz_mse_fc.png,3
403_orig.png,403_kriz_ssim_fc.png,403_kriz_mse_fc.png,3
407_orig.png,407_kriz_ssim_fc.png,407_kriz_mse_fc.png,4
415_orig.png,415_kriz_ssim_fc.png,415_kriz_mse_fc.png,4
420_orig.png,420_kriz_ssim_fc.png,420_kriz_mse_fc.png,4
434_orig.png,434_kriz_ssim_fc.png,434_kriz_mse_fc.png,4
446_orig.png,446_kriz_ssim_fc.png,446_kriz_mse_fc.png,4
447_orig.png,447_kriz_ssim_fc.png,447_kriz_mse_fc.png,4
448_orig.png,448_kriz_ssim_fc.png,448_kriz_mse_fc.png,4
453_orig.png,453_kriz_ssim_fc.png,453_kriz_mse_fc.png,4
460_orig.png,460_kriz_ssim_fc.png,460_kriz_mse_fc.png,4
461_orig.png,461_kriz_ssim_fc.png,461_kriz_mse_fc.png,4
462_orig.png,462_kriz_ssim_fc.png,462_kriz_mse_fc.png,5
465_orig.png,465_kriz_ssim_fc.png,465_kriz_mse_fc.png,5
467_orig.png,467_kriz_ssim_fc.png,467_kriz_mse_fc.png,5
469_orig.png,469_kriz_ssim_fc.png,469_kriz_mse_fc.png,5
472_orig.png,472_kriz_ssim_fc.png,472_kriz_mse_fc.png,5
483_orig.png,483_kriz_ssim_fc.png,483_kriz_mse_fc.png,5
486_orig.png,486_kriz_ssim_fc.png,486_kriz_mse_fc.png,5
490_orig.png,490_kriz_ssim_fc.png,490_kriz_mse_fc.png,5
524_orig.png,524_kriz_ssim_fc.png,524_kriz_mse_fc.png,5
533_orig.png,533_kriz_ssim_fc.png,533_kriz_mse_fc.png,5
542_orig.png,542_kriz_ssim_fc.png,542_kriz_mse_fc.png,6
546_orig.png,546_kriz_ssim_fc.png,546_kriz_mse_fc.png,6
551_orig.png,551_kriz_ssim_fc.png,551_kriz_mse_fc.png,6
553_orig.png,553_kriz_ssim_fc.png,553_kriz_mse_fc.png,6
565_orig.png,565_kriz_ssim_fc.png,565_kriz_mse_fc.png,6
574_orig.png,574_kriz_ssim_fc.png,574_kriz_mse_fc.png,6
592_orig.png,592_kriz_ssim_fc.png,592_kriz_mse_fc.png,6
640_orig.png,640_kriz_ssim_fc.png,640_kriz_mse_fc.png,6
645_orig.png,645_kriz_ssim_fc.png,645_kriz_mse_fc.png,6
651_orig.png,651_kriz_ssim_fc.png,651_kriz_mse_fc.png,6
653_orig.png,653_kriz_ssim_fc.png,653_kriz_mse_fc.png,7
655_orig.png,655_kriz_ssim_fc.png,655_kriz_mse_fc.png,7
678_orig.png,678_kriz_ssim_fc.png,678_kriz_mse_fc.png,7
682_orig.png,682_kriz_ssim_fc.png,682_kriz_mse_fc.png,7
687_orig.png,687_kriz_ssim_fc.png,687_kriz_mse_fc.png,7
712_orig.png,712_kriz_ssim_fc.png,712_kriz_mse_fc.png,7
724_orig.png,724_kriz_ssim_fc.png,724_kriz_mse_fc.png,7
728_orig.png,728_kriz_ssim_fc.png,728_kriz_mse_fc.png,7
737_orig.png,737_kriz_ssim_fc.png,737_kriz_mse_fc.png,7
739_orig.png,739_kriz_ssim_fc.png,739_kriz_mse_fc.png,7
741_orig.png,741_kriz_ssim_fc.png,741_kriz_mse_fc.png,8
743_orig.png,743_kriz_ssim_fc.png,743_kriz_mse_fc.png,8
772_orig.png,772_kriz_ssim_fc.png,772_kriz_mse_fc.png,8
775_orig.png,775_kriz_ssim_fc.png,775_kriz_mse_fc.png,8
783_orig.png,783_kriz_ssim_fc.png,783_kriz_mse_fc.png,8
795_orig.png,795_kriz_ssim_fc.png,795_kriz_mse_fc.png,8
802_orig.png,802_kriz_ssim_fc.png,802_kriz_mse_fc.png,8
805_orig.png,805_kriz_ssim_fc.png,805_kriz_mse_fc.png,8
808_orig.png,808_kriz_ssim_fc.png,808_kriz_mse_fc.png,8
829_orig.png,829_kriz_ssim_fc.png,829_kriz_mse_fc.png,8
846_orig.png,846_kriz_ssim_fc.png,846_kriz_mse_fc.png,9
862_orig.png,862_kriz_ssim_fc.png,862_kriz_mse_fc.png,9
885_orig.png,885_kriz_ssim_fc.png,885_kriz_mse_fc.png,9
894_orig.png,894_kriz_ssim_fc.png,894_kriz_mse_fc.png,9
902_orig.png,902_kriz_ssim_fc.png,902_kriz_mse_fc.png,9
903_orig.png,903_kriz_ssim_fc.png,903_kriz_mse_fc.png,9
905_orig.png,905_kriz_ssim_fc.png,905_kriz_mse_fc.png,9
907_orig.png,907_kriz_ssim_fc.png,907_kriz_mse_fc.png,9
911_orig.png,911_kriz_ssim_fc.png,911_kriz_mse_fc.png,9
915_orig.png,915_kriz_ssim_fc.png,915_kriz_mse_fc.png,9
924_orig.png,924_kriz_ssim_fc.png,924_kriz_mse_fc.png,10
944_orig.png,944_kriz_ssim_fc.png,944_kriz_mse_fc.png,10
947_orig.png,947_kriz_ssim_fc.png,947_kriz_mse_fc.png,10
961_orig.png,961_kriz_ssim_fc.png,961_kriz_mse_fc.png,10
967_orig.png,967_kriz_ssim_fc.png,967_kriz_mse_fc.png,10
984_orig.png,984_kriz_ssim_fc.png,984_kriz_mse_fc.png,10
987_orig.png,987_kriz_ssim_fc.png,987_kriz_mse_fc.png,10
994_orig.png,994_kriz_ssim_fc.png,994_kriz_mse_fc.png,10
995_orig.png,995_kriz_ssim_fc.png,995_kriz_mse_fc.png,10
997_orig.png,997_kriz_ssim_fc.png,997_kriz_mse_fc.png,10
1004_orig.png,1004_kriz_ssim_fc.png,1004_kriz_mse_fc.png,11
1010_orig.png,1010_kriz_ssim_fc.png,1010_kriz_mse_fc.png,11
1044_orig.png,1044_kriz_ssim_fc.png,1044_kriz_mse_fc.png,11
1047_orig.png,1047_kriz_ssim_fc.png,1047_kriz_mse_fc.png,11
1095_orig.png,1095_kriz_ssim_fc.png,1095_kriz_mse_fc.png,11
1097_orig.png,1097_kriz_ssim_fc.png,1097_kriz_mse_fc.png,11
1099_orig.png,1099_kriz_ssim_fc.png,1099_kriz_mse_fc.png,11
1112_orig.png,1112_kriz_ssim_fc.png,1112_kriz_mse_fc.png,11
1117_orig.png,1117_kriz_ssim_fc.png,1117_kriz_mse_fc.png,11
1119_orig.png,1119_kriz_ssim_fc.png,1119_kriz_mse_fc.png,11
1126_orig.png,1126_kriz_ssim_fc.png,1126_kriz_mse_fc.png,12
1159_orig.png,1159_kriz_ssim_fc.png,1159_kriz_mse_fc.png,12
1171_orig.png,1171_kriz_ssim_fc.png,1171_kriz_mse_fc.png,12
1174_orig.png,1174_kriz_ssim_fc.png,1174_kriz_mse_fc.png,12
1183_orig.png,1183_kriz_ssim_fc.png,1183_kriz_mse_fc.png,12
1184_orig.png,1184_kriz_ssim_fc.png,1184_kriz_mse_fc.png,12
1188_orig.png,1188_kriz_ssim_fc.png,1188_kriz_mse_fc.png,12
1189_orig.png,1189_kriz_ssim_fc.png,1189_kriz_mse_fc.png,12
1210_orig.png,1210_kriz_ssim_fc.png,1210_kriz_mse_fc.png,12
1223_orig.png,1223_kriz_ssim_fc.png,1223_kriz_mse_fc.png,12
1226_orig.png,1226_kriz_ssim_fc.png,1226_kriz_mse_fc.png,13
1250_orig.png,1250_kriz_ssim_fc.png,1250_kriz_mse_fc.png,13
1260_orig.png,1260_kriz_ssim_fc.png,1260_kriz_mse_fc.png,13
1264_orig.png,1264_kriz_ssim_fc.png,1264_kriz_mse_fc.png,13
1268_orig.png,1268_kriz_ssim_fc.png,1268_kriz_mse_fc.png,13
1280_orig.png,1280_kriz_ssim_fc.png,1280_kriz_mse_fc.png,13
1293_orig.png,1293_kriz_ssim_fc.png,1293_kriz_mse_fc.png,13
1322_orig.png,1322_kriz_ssim_fc.png,1322_kriz_mse_fc.png,13
1330_orig.png,1330_kriz_ssim_fc.png,1330_kriz_mse_fc.png,13
1351_orig.png,1351_kriz_ssim_fc.png,1351_kriz_mse_fc.png,13
1366_orig.png,1366_kriz_ssim_fc.png,1366_kriz_mse_fc.png,14
1368_orig.png,1368_kriz_ssim_fc.png,1368_kriz_mse_fc.png,14
1392_orig.png,1392_kriz_ssim_fc.png,1392_kriz_mse_fc.png,14
1395_orig.png,1395_kriz_ssim_fc.png,1395_kriz_mse_fc.png,14
1415_orig.png,1415_kriz_ssim_fc.png,1415_kriz_mse_fc.png,14
1438_orig.png,1438_kriz_ssim_fc.png,1438_kriz_mse_fc.png,14
1467_orig.png,1467_kriz_ssim_fc.png,1467_kriz_mse_fc.png,14
1468_orig.png,1468_kriz_ssim_fc.png,1468_kriz_mse_fc.png,14
1469_orig.png,1469_kriz_ssim_fc.png,1469_kriz_mse_fc.png,14
1477_orig.png,1477_kriz_ssim_fc.png,1477_kriz_mse_fc.png,14
1488_orig.png,1488_kriz_ssim_fc.png,1488_kriz_mse_fc.png,15
1493_orig.png,1493_kriz_ssim_fc.png,1493_kriz_mse_fc.png,15
1503_orig.png,1503_kriz_ssim_fc.png,1503_kriz_mse_fc.png,15
1509_orig.png,1509_kriz_ssim_fc.png,1509_kriz_mse_fc.png,15
1512_orig.png,1512_kriz_ssim_fc.png,1512_kriz_mse_fc.png,15
1527_orig.png,1527_kriz_ssim_fc.png,1527_kriz_mse_fc.png,15
1533_orig.png,1533_kriz_ssim_fc.png,1533_kriz_mse_fc.png,15
1541_orig.png,1541_kriz_ssim_fc.png,1541_kriz_mse_fc.png,15
1544_orig.png,1544_kriz_ssim_fc.png,1544_kriz_mse_fc.png,15
1627_orig.png,1627_kriz_ssim_fc.png,1627_kriz_mse_fc.png,15
1629_orig.png,1629_kriz_ssim_fc.png,1629_kriz_mse_fc.png,16
1630_orig.png,1630_kriz_ssim_fc.png,1630_kriz_mse_fc.png,16
1645_orig.png,1645_kriz_ssim_fc.png,1645_kriz_mse_fc.png,16
1666_orig.png,1666_kriz_ssim_fc.png,1666_kriz_mse_fc.png,16
1670_orig.png,1670_kriz_ssim_fc.png,1670_kriz_mse_fc.png,16
1683_orig.png,1683_kriz_ssim_fc.png,1683_kriz_mse_fc.png,16
1685_orig.png,1685_kriz_ssim_fc.png,1685_kriz_mse_fc.png,16
1696_orig.png,1696_kriz_ssim_fc.png,1696_kriz_mse_fc.png,16
1703_orig.png,1703_kriz_ssim_fc.png,1703_kriz_mse_fc.png,16
1704_orig.png,1704_kriz_ssim_fc.png,1704_kriz_mse_fc.png,16
1709_orig.png,1709_kriz_ssim_fc.png,1709_kriz_mse_fc.png,17
1716_orig.png,1716_kriz_ssim_fc.png,1716_kriz_mse_fc.png,17
1723_orig.png,1723_kriz_ssim_fc.png,1723_kriz_mse_fc.png,17
1728_orig.png,1728_kriz_ssim_fc.png,1728_kriz_mse_fc.png,17
1736_orig.png,1736_kriz_ssim_fc.png,1736_kriz_mse_fc.png,17
1738_orig.png,1738_kriz_ssim_fc.png,1738_kriz_mse_fc.png,17
1786_orig.png,1786_kriz_ssim_fc.png,1786_kriz_mse_fc.png,17
1809_orig.png,1809_kriz_ssim_fc.png,1809_kriz_mse_fc.png,17
1821_orig.png,1821_kriz_ssim_fc.png,1821_kriz_mse_fc.png,17
1839_orig.png,1839_kriz_ssim_fc.png,1839_kriz_mse_fc.png,17
1896_orig.png,1896_kriz_ssim_fc.png,1896_kriz_mse_fc.png,18
1901_orig.png,1901_kriz_ssim_fc.png,1901_kriz_mse_fc.png,18
1916_orig.png,1916_kriz_ssim_fc.png,1916_kriz_mse_fc.png,18
1933_orig.png,1933_kriz_ssim_fc.png,1933_kriz_mse_fc.png,18
1964_orig.png,1964_kriz_ssim_fc.png,1964_kriz_mse_fc.png,18
1972_orig.png,1972_kriz_ssim_fc.png,1972_kriz_mse_fc.png,18
1979_orig.png,1979_kriz_ssim_fc.png,1979_kriz_mse_fc.png,18
1989_orig.png,1989_kriz_ssim_fc.png,1989_kriz_mse_fc.png,18
2000_orig.png,2000_kriz_ssim_fc.png,2000_kriz_mse_fc.png,18
2004_orig.png,2004_kriz_ssim_fc.png,2004_kriz_mse_fc.png,18
2006_orig.png,2006_kriz_ssim_fc.png,2006_kriz_mse_fc.png,19
2047_orig.png,2047_kriz_ssim_fc.png,2047_kriz_mse_fc.png,19
2061_orig.png,2061_kriz_ssim_fc.png,2061_kriz_mse_fc.png,19
2068_orig.png,2068_kriz_ssim_fc.png,2068_kriz_mse_fc.png,19
2078_orig.png,2078_kriz_ssim_fc.png,2078_kriz_mse_fc.png,19
2095_orig.png,2095_kriz_ssim_fc.png,2095_kriz_mse_fc.png,19
2107_orig.png,2107_kriz_ssim_fc.png,2107_kriz_mse_fc.png,19
2110_orig.png,2110_kriz_ssim_fc.png,2110_kriz_mse_fc.png,19
2126_orig.png,2126_kriz_ssim_fc.png,2126_kriz_mse_fc.png,19
2137_orig.png,2137_kriz_ssim_fc.png,2137_kriz_mse_fc.png,19
2138_orig.png,2138_kriz_ssim_fc.png,2138_kriz_mse_fc.png,20
2147_orig.png,2147_kriz_ssim_fc.png,2147_kriz_mse_fc.png,20
2184_orig.png,2184_kriz_ssim_fc.png,2184_kriz_mse_fc.png,20
2186_orig.png,2186_kriz_ssim_fc.png,2186_kriz_mse_fc.png,20
2202_orig.png,2202_kriz_ssim_fc.png,2202_kriz_mse_fc.png,20
2227_orig.png,2227_kriz_ssim_fc.png,2227_kriz_mse_fc.png,20
2236_orig.png,2236_kriz_ssim_fc.png,2236_kriz_mse_fc.png,20
2250_orig.png,2250_kriz_ssim_fc.png,2250_kriz_mse_fc.png,20
2257_orig.png,2257_kriz_ssim_fc.png,2257_kriz_mse_fc.png,20
2307_orig.png,2307_kriz_ssim_fc.png,2307_kriz_mse_fc.png,20
20_orig.png,20_kriz_ssim_fc.png,20_kriz_mse_fc.png,1
22_orig.png,22_kriz_ssim_fc.png,22_kriz_mse_fc.png,1
39_orig.png,39_kriz_ssim_fc.png,39_kriz_mse_fc.png,1
57_orig.png,57_kriz_ssim_fc.png,57_kriz_mse_fc.png,1
69_orig.png,69_kriz_ssim_fc.png,69_kriz_mse_fc.png,1
70_orig.png,70_kriz_ssim_fc.png,70_kriz_mse_fc.png,1
72_orig.png,72_kriz_ssim_fc.png,72_kriz_mse_fc.png,1
76_orig.png,76_kriz_ssim_fc.png,76_kriz_mse_fc.png,1
79_orig.png,79_kriz_ssim_fc.png,79_kriz_mse_fc.png,1
83_orig.png,83_kriz_ssim_fc.png,83_kriz_mse_fc.png,1
111_orig.png,111_kriz_ssim_fc.png,111_kriz_mse_fc.png,2
126_orig.png,126_kriz_ssim_fc.png,126_kriz_mse_fc.png,2
132_orig.png,132_kriz_ssim_fc.png,132_kriz_mse_fc.png,2
145_orig.png,145_kriz_ssim_fc.png,145_kriz_mse_fc.png,2
148_orig.png,148_kriz_ssim_fc.png,148_kriz_mse_fc.png,2
155_orig.png,155_kriz_ssim_fc.png,155_kriz_mse_fc.png,2
184_orig.png,184_kriz_ssim_fc.png,184_kriz_mse_fc.png,2
192_orig.png,192_kriz_ssim_fc.png,192_kriz_mse_fc.png,2
199_orig.png,199_kriz_ssim_fc.png,199_kriz_mse_fc.png,2
200_orig.png,200_kriz_ssim_fc.png,200_kriz_mse_fc.png,2
216_orig.png,216_kriz_ssim_fc.png,216_kriz_mse_fc.png,3
220_orig.png,220_kriz_ssim_fc.png,220_kriz_mse_fc.png,3
224_orig.png,224_kriz_ssim_fc.png,224_kriz_mse_fc.png,3
249_orig.png,249_kriz_ssim_fc.png,249_kriz_mse_fc.png,3
276_orig.png,276_kriz_ssim_fc.png,276_kriz_mse_fc.png,3
278_orig.png,278_kriz_ssim_fc.png,278_kriz_mse_fc.png,3
281_orig.png,281_kriz_ssim_fc.png,281_kriz_mse_fc.png,3
287_orig.png,287_kriz_ssim_fc.png,287_kriz_mse_fc.png,3
290_orig.png,290_kriz_ssim_fc.png,290_kriz_mse_fc.png,3
298_orig.png,298_kriz_ssim_fc.png,298_kriz_mse_fc.png,3
301_orig.png,301_kriz_ssim_fc.png,301_kriz_mse_fc.png,4
302_orig.png,302_kriz_ssim_fc.png,302_kriz_mse_fc.png,4
303_orig.png,303_kriz_ssim_fc.png,303_kriz_mse_fc.png,4
304_orig.png,304_kriz_ssim_fc.png,304_kriz_mse_fc.png,4
330_orig.png,330_kriz_ssim_fc.png,330_kriz_mse_fc.png,4
350_orig.png,350_kriz_ssim_fc.png,350_kriz_mse_fc.png,4
351_orig.png,351_kriz_ssim_fc.png,351_kriz_mse_fc.png,4
358_orig.png,358_kriz_ssim_fc.png,358_kriz_mse_fc.png,4
376_orig.png,376_kriz_ssim_fc.png,376_kriz_mse_fc.png,4
379_orig.png,379_kriz_ssim_fc.png,379_kriz_mse_fc.png,4
416_orig.png,416_kriz_ssim_fc.png,416_kriz_mse_fc.png,5
427_orig.png,427_kriz_ssim_fc.png,427_kriz_mse_fc.png,5
428_orig.png,428_kriz_ssim_fc.png,428_kriz_mse_fc.png,5
435_orig.png,435_kriz_ssim_fc.png,435_kriz_mse_fc.png,5
437_orig.png,437_kriz_ssim_fc.png,437_kriz_mse_fc.png,5
444_orig.png,444_kriz_ssim_fc.png,444_kriz_mse_fc.png,5
459_orig.png,459_kriz_ssim_fc.png,459_kriz_mse_fc.png,5
464_orig.png,464_kriz_ssim_fc.png,464_kriz_mse_fc.png,5
471_orig.png,471_kriz_ssim_fc.png,471_kriz_mse_fc.png,5
543_orig.png,543_kriz_ssim_fc.png,543_kriz_mse_fc.png,5
555_orig.png,555_kriz_ssim_fc.png,555_kriz_mse_fc.png,6
561_orig.png,561_kriz_ssim_fc.png,561_kriz_mse_fc.png,6
564_orig.png,564_kriz_ssim_fc.png,564_kriz_mse_fc.png,6
571_orig.png,571_kriz_ssim_fc.png,571_kriz_mse_fc.png,6
589_orig.png,589_kriz_ssim_fc.png,589_kriz_mse_fc.png,6
594_orig.png,594_kriz_ssim_fc.png,594_kriz_mse_fc.png,6
601_orig.png,601_kriz_ssim_fc.png,601_kriz_mse_fc.png,6
608_orig.png,608_kriz_ssim_fc.png,608_kriz_mse_fc.png,6
609_orig.png,609_kriz_ssim_fc.png,609_kriz_mse_fc.png,6
618_orig.png,618_kriz_ssim_fc.png,618_kriz_mse_fc.png,6
621_orig.png,621_kriz_ssim_fc.png,621_kriz_mse_fc.png,7
643_orig.png,643_kriz_ssim_fc.png,643_kriz_mse_fc.png,7
